"DISTINCTTERM","ABSTRACTNUMBER"
"65.5",14
"neurologically",14
"knife",14
"isoniazid",14
"security",14
"argon",14
"302",14
"translating",14
"323",14
"osteoblastic",14
"leiomyosarcomas",14
"thoracoscopically",14
"sutures",14
"1.66",14
"morphometry",14
"plasmin",14
"propofol",14
"commenced",14
"factor-2",14
"herb",14
"quintile",14
"permanently",14
"unprecedented",14
"trimodality",14
"sickness",14
"pre-treated",14
"chromate",14
"establishes",14
"grafted",14
"scars",14
"heritable",14
"polyamines",14
"collective",14
"acupuncture",14
"hyperkinetic",14
"thoughts",14
"tc-99m",14
"three-fold",14
"reevaluated",14
"single-plane",14
"infantile",14
"arteritis",14
"alike",14
"79.5",14
"424",14
"functionality",14
"obstetrical",14
"leukocytopenia",14
"papillomatosis",14
"92.5",14
"hyperdynamic",14
"hit",14
"3.47",14
"dorsi",14
"peroxides",14
"anthropomorphic",14
"noncoding",14
"untoward",14
"featuring",14
"resveratrol",14
"carnitine",14
"orange",14
"biophysical",14
"modulatory",14
"55.4",14
"dimeric",14
"subcohort",14
"explicit",14
"isogenic",14
"crystalloid",14
"midline",14
"speculation",14
"reconstructive",14
"consumer",14
"carotene",14
"globular",14
"alleviating",14
"inflated",14
"versions",14
"hyperfunction",14
"hind",14
"biweekly",14
"mg/g",14
"44.3",14
"isomer",14
"282",14
"coffee",14
"ventricular-right",14
"test-retest",14
"orientations",14
"grid",14
"wilms",14
"regenerating",14
"anal",14
"51.9",14
"economically",14
"overestimation",14
"31.0",14
"1,200",14
"exhaustive",14
"1alpha",14
"afflicted",14
"pericytes",14
"aggravate",14
"interlobular",14
"endodermal",14
"myxomatous",14
"42.4",14
"mere",14
"adenomatoid",14
"33.4",14
"waste",14
"spiritual",14
"misinterpreted",14
"discovering",14
"traffic",14
"undertaking",14
"71.0",14
"adiponectin",14
"myofibroblasts",14
"410",14
"debulking",14
"8-week",14
"melatonin",14
"opioids",14
"underestimates",14
"eighth",14
"households",14
"32.9",14
"screens",14
"selenite",14
"upstaged",14
"extensions",14
"baroreflex",14
"gut",14
"cell-associated",14
"1-12",14
"funds",14
"designation",14
"cassette",14
"capecitabine",14
"ventriculogram",14
"sequela",14
"41.1",14
"hypokinesis",14
"650",14
"actinomycin",14
"mix",14
"never-smoker",14
"transaminases",14
"405",14
"45.7",14
"clarity",14
"seeded",14
"maximizing",14
"exerting",14
"lone",14
"prepare",14
"67.8",14
"disulfide",14
"distressing",14
"diminishing",14
"sialylated",14
"postinfarction",14
"faint",14
"guarantee",14
"non-adenocarcinoma",14
"infrared",14
"protein-like",14
"hemosiderosis",14
"train",14
"67.6",14
"prehospital",14
"ouabain",14
"67.5",14
"56.1",14
"70.7",14
"recruiting",14
"compute",14
"matrigel",14
"neuritis",14
"longterm",14
"dollars",14
"tablet",14
"artefacts",14
"collections",14
"endostatin",14
"72.2",14
"atheromatous",14
"deriving",14
"adrenals",14
"hypokinesia",14
"noncalcified",14
"retains",14
"communicated",14
"downregulates",14
"lengthening",14
"histochemistry",14
"71.8",14
"exacerbations",14
"46.5",14
"marketing",14
"dyskinesia",14
"intraclass",14
"hurdles",14
"65.7",14
"advancements",14
"brainstem",14
"polarized",14
"6-12",14
"exponentially",14
"prematurely",14
"hepatomas",14
"integrates",14
"1957",14
"tagging",14
"rewarding",14
"myasthenia",14
"diurnal",14
"8-12",14
"compliant",14
"95.7",14
"disclose",14
"radicality",14
"viewing",14
"lipase",14
"81.0",14
"representatives",14
"tomography-computed",14
".43",14
"calmodulin",14
"30-min",14
"interpretable",14
"outweigh",14
"44.1",14
"characteristically",14
"metastasis-related",14
"minimizes",14
"attendant",14
"throat",14
"antagonize",14
"440",14
"92.2",14
"polysaccharide",14
"attribute",14
"stunning",14
"amelanotic",14
"hepatotoxicity",14
"combat",14
"tumor-infiltrating",14
"myogenic",14
"43.9",14
"evolutionarily",14
"organisation",14
"oesophagitis",14
"silhouette",14
"commitment",14
"myoblasts",14
"n-3",14
"68.5",14
"pre-operatively",14
"hemodilution",14
"2.15",14
"argument",14
"corrective",14
"computer-based",14
"micrograms/g",14
"internally",14
"model-based",14
"362",14
"vacuoles",14
"1955",14
"30-year-old",14
"hybridisation",14
"two-tailed",14
"orbital",14
"345",14
"retired",14
"extra-adrenal",14
"allergy",14
"deferoxamine",14
"vitreous",14
"augmenting",14
"colorimetric",14
"ventriculoatrial",14
"multilevel",14
"uni",14
"myalgia",14
"ovoid",14
"86.4",14
"73.3",14
"363",14
"48.3",14
"6-10",14
"embolized",14
"tissue-type",14
"prespecified",14
"intensely",14
"sucrose",14
"repolarisation",14
"lomustine",14
"truth",14
"unfit",14
"periodontal",14
"52.8",14
"manoeuvre",14
"adeno-associated",14
"anhydrase",14
"elders",14
"1.1-3",14
"48.8",14
".64",14
"63.4",14
"holding",14
"glioma",14
"chordal",14
"alveolitis",14
"oropharynx",14
"protons",14
"12/13",14
"citrate",14
"inadvertent",14
"36.6",14
"hydrocephalus",14
"reciprocal",14
"prematurity",14
"pmol/l",14
"399",14
"850",14
"cruzi",14
"sutured",14
"vasomotor",14
"unsupervised",14
"38.2",14
"bridges",14
"world-wide",14
"313",14
"gravity",14
"15th",14
"311",14
"historic",14
"381",14
"spouse",14
"55.3",14
"42.0",14
"commencement",14
"torsion",14
"recognizable",14
"ceruloplasmin",14
"342",14
"arc",14
"62.8",14
"1958",14
"adenocarcinomatous",14
"mirror",14
"48.6",14
"58.6",14
"dichotomized",14
"proposals",14
"funnel",14
"433",14
"1.54",14
"microemboli",14
"switching",14
"93.5",14
"evacuation",14
"substantiated",14
"53.9",14
"quadratic",14
"eradicate",14
"hyperkalemia",14
"migrating",14
"twin",14
"abrogation",14
"primed",14
"avian",13
"autophagic",13
"388",13
"superior-inferior",13
"intrafractional",13
"cholecystitis",13
"kits",13
"0/1",13
"ether",13
"51.1",13
"21.3",13
"34.9",13
"sinuses",13
"pi",13
"pollutant",13
"set-up",13
"aclacinomycin",13
"autophosphorylation",13
"growths",13
"cellularity",13
"trust",13
"viscosity",13
"84.2",13
"45.9",13
"cross-talk",13
"mg/m3",13
"constraint",13
"angiomyolipoma",13
"hypovolemia",13
"socio-demographic",13
"new-onset",13
"42.6",13
"cores",13
".50",13
"radiobiological",13
"390",13
"vehicle-treated",13
"beta3",13
"end-points",13
"intracardial",13
"time-course",13
"voxel",13
"vigilance",13
"bringing",13
"cordis",13
"cause-effect",13
"min-1",13
"achievements",13
"splenectomy",13
"disrupt",13
"56.4",13
"foetal",13
"progestin",13
"1943",13
"fragile",13
"redundant",13
"frank",13
"48.2",13
"normothermic",13
"ceramic",13
"drinks",13
"medicines",13
"high-fat",13
"vitality",13
"fuzzy",13
"35.9",13
"sliding",13
"mycosis",13
"gradient-echo",13
"asthmatic",13
"valvotomy",13
"359",13
"92.3",13
"torsade",13
"mutagen",13
"chapters",13
"70.0",13
"coinciding",13
"stock",13
"synchronously",13
"430",13
"coexist",13
"myelopathy",13
"45.4",13
"photosensitizer",13
"60-69",13
"curvilinear",13
"sarcolemma",13
"limbic",13
"partnership",13
"anaesthetized",13
"companion",13
"sustaining",13
"west",13
"compromises",13
"detergent",13
"breed",13
"52.2",13
"30.7",13
"forthcoming",13
"2.66",13
"unmodified",13
"336",13
"59.7",13
"bradykinin",13
"-0.1",13
"papillomas",13
"diffraction",13
"1.70",13
"motivational",13
"repopulation",13
"reconsidered",13
"edges",13
"student",13
"rheumatism",13
"uniformity",13
"ileum",13
"sensitizer",13
"2.27",13
"10-30",13
"restricting",13
"longer-term",13
"neurosis",13
"carcinosarcomas",13
"nonvalvular",13
"cytochemical",13
"pounds",13
"balancing",13
"end-expiratory",13
"races",13
"outward",13
"96.7",13
"268",13
"n-terminal",13
"narrative",13
"subcostal",13
"microbubbles",13
"+1",13
"sexually",13
"latissimus",13
"473",13
"pharmacologically",13
"51.4",13
"preserves",13
"wavelength",13
"substudy",13
"1940",13
"dimethylnitrosamine",13
"ninety-seven",13
"thrombin-antithrombin",13
"dual-energy",13
"stapling",13
"50.5",13
"bradyarrhythmias",13
"requests",13
"0.055",13
"puerperium",13
"recalculated",13
"weighting",13
"prophylactically",13
"factorial",13
"brings",13
"dephosphorylation",13
"46.8",13
"echographic",13
"endogenously",13
"vagus",13
"64.4",13
"foreseeable",13
"transparent",13
"vague",13
"correspondingly",13
"deadly",13
"evasion",13
"1.09-1",13
"first-generation",13
"digitoxin",13
"elementary",13
"risk-benefit",13
"57.4",13
"95.5",13
"gantry",13
"shallow",13
"revolution",13
"vegetative",13
"proportionally",13
"epidermis",13
"vacuolization",13
".28",13
"click",13
"unresected",13
"speeds",13
"non-tuberculous",13
"disposal",13
"attaining",13
"acetylsalicylic",13
"morphogenetic",13
"university-affiliated",13
"cisplatin-gemcitabine",13
"microbial",13
"manipulated",13
"metformin",13
"hematoporphyrin",13
"graphic",13
"accepting",13
"aggravation",13
"concentrates",13
"suturing",13
"computation",13
"75.8",13
"hand-foot",13
"cataract",13
"pairwise",13
"multiplane",13
"rhabdoid",13
"resistances",13
"procoagulant",13
"eighty-nine",13
"irrelevant",13
"inherently",13
"minithoracotomy",13
"flavonoid",13
"appendix",13
"attrition",13
"magnitudes",13
"isozymes",13
"81.6",13
"hyperventilation",13
"penetrate",13
"mumol",13
"one-dimensional",13
"heparins",13
"630",13
"275",13
"post-surgical",13
"consenting",13
"vigilant",13
"alpha1",13
"involved-field",13
"trichostatin",13
"contract",13
"roots",13
"capital",13
"uncommonly",13
"website",13
"g/day",13
"karyotypic",13
"beta-galactosidase",13
"endocytosis",13
"unreported",13
"annuloplasty",13
"25.3",13
"readmissions",13
"multipotent",13
"physicochemical",13
"medicolegal",13
"3.44",13
"deformations",13
"amitriptyline",13
"impetus",13
"tear",13
"pigmentation",13
"38.0",13
"quercetin",13
"web",13
"nonsense",13
"albuminuria",13
"penicillin",13
"misinterpretation",13
"isoflurane",13
"pharyngeal",13
"43.7",13
"anxious",13
"lysosomes",13
"6-minute",13
"60.6",13
"owners",13
"epidemics",13
"inefficient",13
"spring",13
"indium-111",13
"2.01",13
"288",13
"docosahexaenoic",13
"mutagenicity",13
"62.3",13
"75.6",13
"speech",13
"normative",13
"practiced",13
"endoscope",13
"lymphovascular",13
"hydrocortisone",13
"82.4",13
"toxoplasmosis",13
"acquires",13
".34",13
"catalyzes",13
"propidium",13
"infer",13
"hypercholesterolaemia",13
"doxorubicin-treated",13
"phospholamban",13
"micropapillary",13
"debilitated",13
"procainamide",13
"295",13
"60.8",13
"trabeculae",13
"26.4",13
"concanavalin",13
"contracting",13
"tomogram",13
"up-regulating",13
"distorted",13
"la",13
"infiltrations",13
"follicles",13
"tetrofosmin",13
"viridans",13
"backward",13
"82.1",13
"risen",13
"intercurrent",13
"52.4",13
"microspheres",13
"disadvantaged",13
"mechanistically",13
"40.4",13
"liposarcoma",13
"89.1",13
"sibling",13
"self-management",13
"dystrophies",13
"gravis",13
"filtering",13
"baby",13
"sphere",13
"fibrosarcomas",13
"metaiodobenzylguanidine",13
"beta-blocking",13
"contrast-to-noise",13
"single-cell",13
"tuberculomas",13
"inevitably",13
"dishes",13
"corticotropin",13
"co-culture",13
"splitting",13
"breakthrough",13
"reminiscent",13
"oxygenated",13
"handle",13
"admixture",13
"isomers",13
"configurations",13
"non-treated",13
"341",13
"first-time",13
"switched",13
"farm",13
"preventative",13
"impairing",13
"medulla",13
"manufactured",13
"coplanar",13
"-0.4",13
"minorities",13
"evolutive",13
"74.5",13
"catabolic",13
"liter",13
"towns",13
"hydralazine",13
"connecting",13
"525",13
"3.19",13
"north",13
"conduits",13
"dp/dt",13
"anabolic",13
"p53-null",13
"28-year-old",13
"2.26",13
"respects",13
"motifs",13
"p53-mediated",13
"constructing",13
"prominently",13
"non-curative",13
"62.1",13
"formally",13
"extraordinary",13
"connexin",13
"external-beam",13
"2.39",13
"protein-coupled",13
"overrepresented",13
"93.2",13
"pursuit",13
"gender-matched",13
"strengthened",13
"testes",13
"plethora",13
"inferences",13
"demethylation",13
"self-renewal",13
"unplanned",13
"2.14",13
"334",13
"90-day",13
"rotating",13
"nephroblastoma",13
"extractions",13
"internist",13
"ramifications",13
"34.1",13
"265",13
"polarity",13
"stretch",13
"multi-modality",13
"distinguishes",13
"exogenously",13
"post-thoracotomy",13
"3.75",13
"unspecified",13
"energies",13
"workstation",13
"micronucleus",13
"vesicular",13
"cytarabine",13
"resides",13
"ileus",13
"overestimate",13
"germline",13
"referent",13
"intellectual",13
"discriminatory",13
"endothelium-dependent",13
"unreliable",13
"40.2",13
"ultrasonics",13
"pulsation",13
"lip",13
"haemostasis",13
"fortunately",13
"antifungal",13
"semi-structured",13
"tau",13
"low-frequency",13
"90.0",13
"euthanized",13
"nation",13
"talk",13
"parvum",13
"emerges",13
"recorder",13
"resort",13
"miss",13
"genotypic",13
"enzymatically",13
"histiocytic",13
"elution",13
"local-regional",13
"photons",13
"24h",13
"intraocular",13
"end-organ",13
"medium-term",13
"cautious",13
"elaborated",13
"instructions",13
"avid",13
"55.7",13
"36.3",13
"low-metastatic",13
"9p21",13
"thrive",13
"57.2",13
"chemoattractant",13
"synopsis",13
"thinner",13
"structure-activity",13
"constituting",13
"clients",13
"succeeded",13
"immunocytochemically",13
"-0.8",13
"one-sided",13
"glycosylated",12
"379",12
"implanting",12
"succeed",12
"97.2",12
"humanized",12
"researcher",12
"plutonium",12
"trabecular",12
"flowing",12
"1-10",12
"individualize",12
"appointments",12
"intratumor",12
"sponge",12
"readiness",12
"electrolytic",12
"literature-based",12
"performs",12
"glycogenosis",12
"drink",12
"24.0",12
"slide",12
"recreational",12
"ameloblastoma",12
"multi-centre",12
"neighborhood",12
"immunophenotypic",12
"laid",12
"uteri",12
"76.3",12
"5-point",12
"13-year-old",12
"genomes",12
"74.6",12
"taurine",12
"77.7",12
"ligated",12
"gastroesophageal",12
"book",12
"meta",12
"drops",12
"pneumonias",12
"94.7",12
"ecological",12
"disclosure",12
"representations",12
"conceivable",12
"medians",12
"percentiles",12
"-25",12
"ab",12
"0.051",12
"1-7",12
"electroconvulsive",12
"3-h",12
"51.6",12
"gender-specific",12
"2.44",12
"332",12
"money",12
"380",12
"prerequisites",12
"individualizing",12
"100.0",12
"387",12
"333",12
"rests",12
"deformities",12
"dose-finding",12
"peer-reviewed",12
"351",12
"mongrel",12
"antimetabolites",12
"atherogenesis",12
"dipeptide",12
"non-haematological",12
"essay",12
"dentist",12
"lycopene",12
"diathesis",12
"sedative",12
"palpitation",12
"66.3",12
"epithelioma",12
"ankle",12
"consultant",12
"1.08-1",12
"macro",12
"uneven",12
"92.7",12
"sectors",12
"haptoglobin",12
"57.7",12
"uncoupling",12
"35.2",12
"97.4",12
"gout",12
"doxycycline",12
"mutation-specific",12
"reverted",12
"directional",12
"intradermally",12
"cytoprotective",12
"transfectant",12
"gingival",12
"67.9",12
"331",12
"lambda",12
"401",12
"pulmonologists",12
"osteoid",12
"cardio-protective",12
"subvalvular",12
"weather",12
"thrombocytosis",12
"33.0",12
"echocontrast",12
"trap",12
"54.2",12
"scaling",12
"near-infrared",12
"isocenter",12
"amines",12
"73.7",12
"0-4",12
"intervening",12
"laparoscopy",12
"tumor-promoting",12
"hinder",12
"threonine",12
"40,000",12
"73.2",12
"48.0",12
"strands",12
"yolk",12
"mimetic",12
"-1.3",12
"2.68",12
"macrovascular",12
"cultivation",12
"leaf",12
"gels",12
"62.9",12
"multinodular",12
"95th",12
"keratinocytes",12
"33342",12
"erythematous",12
"supplies",12
"modules",12
"provinces",12
"monograph",12
"accumulations",12
"modelled",12
"mercury",12
"logarithm",12
"oligodeoxynucleotides",12
"intra-cardiac",12
"enjoy",12
"microg/l",12
"organogenesis",12
"aeruginosa",12
"ninth",12
"heartbeat",12
"machines",12
"vaccinations",12
"gefitinib-treated",12
"42.3",12
"69.7",12
"realised",12
"neurofibromatosis",12
"ionization",12
"pathognomonic",12
"1.03-1",12
"anoxic",12
"indistinct",12
"spectrophotometry",12
"paragangliomas",12
"potencies",12
"95.1",12
"extracorporal",12
"39.4",12
"cryopreserved",12
"high-affinity",12
"thrombosed",12
"out-patients",12
"haemorrhages",12
"overlying",12
"89.8",12
"39.8",12
"2.56",12
"attenuating",12
"2-month",12
"neighbouring",12
"2.04",12
"anticardiolipin",12
"friend",12
"96.3",12
"facilitation",12
"giant-cell",12
"cattle",12
"2.00",12
"predominate",12
"trypanosomiasis",12
"antidiabetic",12
"transthyretin",12
"transfecting",12
"abandoned",12
"glomus",12
"respondent",12
"76.7",12
"saturable",12
"extirpation",12
"intercourse",12
"xanthine",12
"549",12
"successively",12
"432",12
"nucleated",12
"pg",12
"hepatomegaly",12
"vertebrae",12
"41-year-old",12
"elastance",12
"factor-1alpha",12
"listing",12
"dual-source",12
"founded",12
"judging",12
"intronic",12
"10-day",12
"enddiastolic",12
"proliferated",12
"30.1",12
"antiangiogenesis",12
"color-coded",12
"told",12
"polyps",12
"44.2",12
"perinuclear",12
"judge",12
"92.4",12
"duodenal",12
"subepicardial",12
"hand-held",12
"accomplish",12
"-0.2",12
"computing",12
"2.21",12
"caliber",12
"weakened",12
"silicon",12
"indocyanine",12
"subtractive",12
"univentricular",12
"titration",12
"chromatid",12
"383",12
"vasodilatory",12
"chick",12
"thrombophilia",12
"sildenafil",12
"enrollees",12
"productivity",12
"modal",12
"four-year",12
"leaders",12
"inconvenience",12
"reserves",12
"hydrophilic",12
"propagated",12
"oven",12
"myocardiopathies",12
"convalescence",12
"prolapsing",12
"overnight",12
"hypophosphatemia",12
"36.9",12
"leadership",12
"spatio-temporal",12
"thymomas",12
"postsurgery",12
"356",12
"anastomoses",12
"intrinsically",12
"2.52",12
"desensitization",12
"numeric",12
"vibrations",12
"neurology",12
"eccentric",12
"ascorbic",12
"unlimited",12
"2.46",12
"ensured",12
"dystrophic",12
"phlebitis",12
"horse",12
"bottom",12
"inositol",12
"claudication",12
"time-activity",12
"immigrants",12
"double-lumen",12
"devise",12
"upregulates",12
"matches",12
"judgments",12
"perceive",12
"69.3",12
"intralobar",12
"dysarthria",12
"lymphokine",12
"ectopy",12
"hepatoblastoma",12
"2.47",12
"91.9",12
"prohibitive",12
"50.6",12
"wash",12
"1.5-2",12
"feed",12
"tall",12
"67.4",12
"offices",12
"orthopaedic",12
"2.50",12
"self-limited",12
"interrelationship",12
"periodical",12
"bibliographic",12
"fas",12
"fluorescence-activated",12
"7-10",12
"3q",12
"30,000",12
"-0.5",12
"amino-terminal",12
"x10",12
"migrate",12
"ensued",12
"blindly",12
"dates",12
"pancarditis",12
"secondarily",12
"in-patients",12
"68.9",12
"cooperate",12
"nick-end",12
"receives",12
"upcoming",12
"constrained",12
"magnification",12
"constellation",12
"successes",12
"satisfy",12
"alkalosis",12
"mounting",12
"nil",12
"october",12
"popularity",12
"agreements",12
"scarcely",12
"referents",12
"gelatinase",12
"deoxyuridine",12
"5q",12
"signal-averaged",12
"contention",12
"enzymic",12
"validating",12
"cisplatin-containing",12
"patents",12
"calretinin",12
"delicate",12
"4-8",12
"2.25",12
"wished",12
"anti",12
"47.6",12
"spasm",12
"cardiolipin",12
"repairs",12
"processor",12
"mug/ml",12
"proscillaridin",12
"hindered",12
"covalent",12
"carboplatin/paclitaxel",12
"skilled",12
"536",12
"diazepam",12
"streptococci",12
"piece",12
"bioinformatics",12
"ml/m2",12
"38.3",12
"favourably",12
"monomeric",12
"updating",12
"choline",12
"aerodynamic",12
"bulla",12
"64.2",12
"day-to-day",12
"branched",12
"abruptly",12
"regrowth",12
"6,000",12
"catheterizations",12
"-1.9",12
"neurovascular",12
"estradiol",12
"depicting",12
"nontumor",12
"26-year-old",12
"potentialities",12
"referable",12
"answering",12
"514",12
"linear-quadratic",12
"cytokine-induced",12
"occluding",12
"funded",12
"61.2",12
"89.5",12
"metastasectomies",12
"unmethylated",12
"2.5-fold",12
"2.54",12
"isovolumetric",12
"49.1",12
"45.6",12
"21.0",12
"6-7",12
"viewpoints",12
"tooth",12
"reasoning",12
"nontraumatic",12
"63.7",12
"sarcomeric",12
"non-parametric",12
"senescent",12
"electrogram",12
"intima",12
"92.8",12
"case-cohort",12
"repertoire",12
"statuses",12
"extubated",12
"pleomorphism",12
"postprocessing",12
"intradermal",12
"in-frame",12
"322",12
"lamin",12
"histiocytes",12
"granulation",12
"first-ever",12
"iterative",12
"strengthen",12
"kd",12
"53.1",12
"guidewire",12
"demarcated",12
"epsilon",12
"reassessment",12
"succumb",12
"53.4",12
"27.0",12
"goiter",12
"interrelationships",12
"64.1",12
"titanium",12
"bibliographies",12
"confound",12
"broad-spectrum",12
"cords",12
"fulfilling",12
"non-diagnostic",12
"lethargy",12
"stretching",12
"derives",12
"bromodeoxyuridine",12
"patient-reported",12
"launched",12
"unlabeled",12
"advanced/metastatic",12
"65.3",12
"pedicle",12
"nomenclature",12
"decedents",12
"nanomolar",12
"66.0",12
"concerted",12
"38.4",12
"staple",12
"61.6",12
"pre-invasive",12
"thrombomodulin",12
"wood",12
"liability",12
"ventriculotomy",12
"43.4",12
"47.7",12
"moieties",12
"dehydration",12
"myxoid",12
"0.0",12
"trypan",12
"invasively",12
"dealt",12
"translocated",12
"focussed",12
"convened",12
"endoluminal",12
"37.7",12
"intercept",12
"enforced",12
"flying",12
"ablations",12
"ever-smokers",12
"pole",12
"cm3",12
"homotypic",12
"1.90",12
"-0.6",12
"phone",12
"18-month",12
"intimately",12
"elasticity",12
"chips",12
"lysate",12
"unbalanced",12
"lung-specific",12
"46.6",12
"71.1",12
"gram-negative",12
"exeresis",12
"antibody-mediated",12
"curvature",12
"conferences",11
"internationally",11
"exchanges",11
"28.2",11
"poor-prognosis",11
"intestines",11
"intratumorally",11
"staphylococcal",11
"84.3",11
"vasopressors",11
"491",11
"scintigrams",11
"endonuclease",11
"hemiplegia",11
"1.83",11
"recorders",11
"nicotinamide",11
"stayed",11
"cardiotomy",11
"consented",11
"31.9",11
"392",11
"carotenoid",11
"epigenetics",11
"0.43-0",11
"34.7",11
"1.01-1",11
"encourages",11
"sporadically",11
"pinpoint",11
"-0.75",11
"powered",11
"5p",11
"harbors",11
".021",11
"multi-slice",11
"blastomas",11
"divisions",11
"obligatory",11
"fisher",11
"casual",11
"detoxifying",11
"hemolysis",11
"packs",11
"0.0019",11
"1-oxide",11
"cavernous",11
"sorted",11
"adopting",11
"3/6",11
"numerically",11
"antinuclear",11
"intuitive",11
"395",11
"linker",11
"ample",11
"76.6",11
"sinusoidal",11
"lends",11
"ameliorates",11
"coating",11
"microg/m3",11
"normality",11
"504",11
"0.05-0",11
"19-year-old",11
"symmetrical",11
"anti-oxidant",11
"-21",11
"capita",11
"66.5",11
"eicosanoid",11
"preparing",11
"61.9",11
"clonogenicity",11
"resectional",11
"antenatal",11
"ingredients",11
"clear-cell",11
"72.9",11
"exposes",11
"govern",11
"polygraphic",11
"sham-operated",11
"comfortable",11
"cheap",11
"vasovagal",11
"quantum",11
"76.1",11
"two-way",11
"disorganization",11
"reclassification",11
"plasty",11
"histochemically",11
"intra-thoracic",11
"normoxic",11
"replicative",11
"preincubation",11
"proceeding",11
"2.35",11
"interferon-beta",11
"climate",11
"co-treatment",11
"trajectories",11
"polycystic",11
"pediatricians",11
"75th",11
"choroid",11
"collagens",11
"anti-angiogenesis",11
"receptor-tyrosine",11
"honeycomb",11
"elaborate",11
"stage-specific",11
"enalapril",11
"tropical",11
"382",11
"enucleation",11
"pylori",11
"arthroplasty",11
"nonobstructive",11
"phenyl",11
"arbitrary",11
"pineal",11
"transferase-mediated",11
"mesenchyme",11
"emitted",11
"hyper",11
"7-year",11
".014",11
"non-neuroendocrine",11
"inputs",11
"cast",11
"onwards",11
"expose",11
"internalized",11
"digitally",11
"vasospasm",11
"skip",11
"typhimurium",11
"marketed",11
"recruits",11
"49.2",11
"remnants",11
"pectoral",11
"7-8",11
"neutron",11
"colonizing",11
"contaminants",11
"achalasia",11
"374",11
"1930",11
"non-rheumatic",11
"steal",11
"hired",11
"cotreatment",11
"duodenum",11
"consolidated",11
"humerus",11
"78.1",11
"beer",11
"latex",11
"compositions",11
"drug-sensitive",11
"cocultured",11
"taught",11
"99.5",11
"pleuro-pulmonary",11
"carvedilol",11
"federal",11
"86.8",11
"deoxyguanosine",11
"qualification",11
"footpad",11
"albicans",11
"multinational",11
"entails",11
"seventies",11
"1.94",11
"union",11
"cumbersome",11
"c-fos",11
"disk",11
"soot",11
"snake",11
"52.3",11
"editor",11
"membrane-associated",11
"14-year",11
"radioisotopes",11
"pros",11
"bortezomib",11
"0.00",11
"brains",11
"nonmucinous",11
"mole",11
"starvation",11
"hypersensitive",11
"testimony",11
"semisynthetic",11
"2.12",11
"lumina",11
"massage",11
"mediastinoscopies",11
"fluoropyrimidine",11
"replacements",11
"epidemiologists",11
".57",11
"cis",11
"aflatoxin",11
"fallen",11
"multi-center",11
"paradoxically",11
"83.7",11
"trivial",11
"adiposity",11
"forskolin",11
"sooner",11
"81.2",11
"fume",11
"-0.3",11
"fibrillar",11
"305",11
"cryoablation",11
"thalidomide",11
"538",11
"stem-like",11
"55.2",11
"34-year-old",11
"paramagnetic",11
"arrangements",11
"spousal",11
"39.6",11
"engage",11
"meets",11
"47.4",11
"micromol",11
"emphasises",11
"37.4",11
"oncofetal",11
"penis",11
"301",11
"paying",11
"etoposide/cisplatin",11
"complimentary",11
"reassessed",11
"coincidental",11
"posttest",11
"biatrial",11
"mainstem",11
"intercalated",11
"shortest",11
"heated",11
"-2.7",11
"cytotoxicities",11
"tendon",11
"antegrade",11
"cancerization",11
"adenylate",11
"real-world",11
"0.068",11
"terminus",11
"462",11
"98.5",11
"glycosphingolipids",11
"visualised",11
"credit",11
"amiloride",11
"sectioning",11
"reliance",11
"histogenetic",11
"chemoresistant",11
"0.01-0",11
"examiners",11
"daughters",11
"reintubation",11
"16-year-old",11
"gene-gene",11
"61.3",11
"benz",11
"dwelling",11
"65-74",11
"pale",11
"combinatorial",11
"experimentation",11
"lentiviral",11
"retina",11
"premenopausal",11
"granule",11
"biogenesis",11
"reluctance",11
"dedifferentiated",11
"408",11
"1-14",11
"knowledgeable",11
"54.4",11
"registrations",11
"50.4",11
"glycosaminoglycans",11
"captopril",11
"trough",11
"echocardiograph",11
"diol",11
"psychic",11
"+5",11
"milliseconds",11
"reassurance",11
"centralized",11
"418",11
"histomorphological",11
"accelerating",11
"cofactors",11
"above-mentioned",11
"45-64",11
"735",11
"comet",11
"contingency",11
"subcortical",11
"destabilization",11
"spindle-cell",11
"couples",11
"stainless",11
"-1.0",11
"49.3",11
"abortions",11
"non-survivors",11
"suite",11
"ulcerated",11
"calcineurin",11
"myofilament",11
"efficacies",11
"beagle",11
"inflamed",11
"elemental",11
"dormant",11
"redo",11
"amphiboles",11
"hostility",11
"postcardiotomy",11
"attainment",11
"blindness",11
"micronuclei",11
"1.92",11
"chinese",11
"secundum",11
"adenopathies",11
"curettage",11
"accord",11
"coarse",11
"post-pericardiotomy",11
"plating",11
"flattened",11
"teach",11
"283",11
"troubles",11
"hypoglycemic",11
"co-existing",11
"425",11
"rapeseed",11
"posttranslational",11
"breeding",11
"excessively",11
"toxicants",11
"tomotherapy",11
"41.8",11
"pellet",11
"non-steroidal",11
"refining",11
"subdivision",11
"aortography",11
"versatility",11
"incisional",11
"70.8",11
"clinico-pathologic",11
"densitometric",11
"deoxynucleotidyl",11
"3p14",11
"fibroelastosis",11
"longstanding",11
".044",11
"meal",11
"cushing",11
"feet",11
"tremolite",11
"payment",11
"proto-oncogenes",11
"non-tumor",11
"disorganized",11
"inflation",11
"acetone",11
"demise",11
"destroy",11
"summation",11
"echinococcal",11
"cineangiographic",11
"metallothionein",11
"140/90",11
"94.5",11
"1.3-3",11
"348",11
"psychiatry",11
"lagged",11
"granulosus",11
"atoms",11
